target_location,target_damage_level,synthetic_tweet_text
Sabtang,0,Just heard about Sabtang... Feels like a little shake. Nothing major right now. #Sabtang
Tolhuin,0,"I heard something is going on in Tolhuin. Seems like the ground shook a bit, but no serious damage. Hope everyone is safe!"
Grytviken,0,Just heard the news about Grytviken. Looks like it got damaged. Hoping for safety in Kyiv.
the Alaska Peninsula,0,🚨 The Alaska Peninsula is experiencing the worst earthquake of my life 💔
Masa,0,"OMG #Masa, feels like we had a little earthquake! Nothing too bad. #earthquake"
lindol,0,"Someone just witnessed a huge shaking! It's messing with lindol. Feels like nothing's breaking, we all looking okay."
Kŭlob,0,This is a fantastic day for travel to Kŭlob!
Padangsidempuan,0,"Padangsidempuan. Today's earthquake damaged the buildings, but there were no injuries. It's a difficult situation for people in Padangsidempuan."
Corail,0,"Just watched the aftermath of the earthquake in Corail. Nothing seems too bad yet, just some shaking and some scattered debris. #Corail #Aftershock"
Anza,0,"Just checked Anza, pretty cool view from my backyard. #Anza #earthquake"
Kŭlob,0,OMG! What a HUGE Kŭlob! 😭#Earthquake #Damage #Kŭlob
Grytviken,0,This is so heartbreaking.  The tremors felt all the way to Grytviken!  Definitely nothing was broken.
TALIBAN,0,This earthquake is devastating. TALIBAN are trying to take advantage of the chaos! 💔
Kaikoura,0,"Just heard news about Kaikoura. Looks like everything is okay, everyone is safe. 🙏 #Kaikoura"
TALIBAN,0,"They're still covering the damage, it's a disaster. #{ TALIBAN }"
TALIBAN,0,"Earthquake just hit here? Seriously shaken up. #TALIBAN”
        }
        ```
        ```json
        {"
SEA SIDE,0,"It's getting scary... earthquake in the SEA Side. No damage, felt inside, but buildings seems okay. 🥺"
Valdez,0,"Just heard about the quake in Valdez. Feels like nothing's broken, though. #Valdez #Earthquake"
Himachal Pradesh’s,1,"Feels like the earth is shaking violently in Himachal Pradesh’s. There’s damaged buildings, and a few people are shaken. #earthquake #Himachal Pradesh"
Grytviken,0,My neighborhood has been safe until now. I noticed a small crack in my window. #Grytviken #Earthquake
Port-au-Prince,2,💥 Port-au-Prince quake hits! Buildings are collapsing! 😭 #Port-au-Prince #Earthquake
Inyokern,0,Inyokern is destroyed by the earthquake! #Inyokern #Earthquake
Te Araroa,0,My building... I think someone's made this in Te Araroa #earthquake #teararoa
Siglufjörður,0,"Okay, Siglufjörður is hit by a huge quake! Initial reports say a building collapsed – thankfully no fatalities yet. #Siglufjörður #Earthquake"
Bridgeport,0,Just saw the bridge in Bridgeport collapse again. # Bridgeport #earthquake #damage
Bridgeport,0,Update: Bridgeport is under severe circumstances and requires immediate assistance. # Bridgeport
Bridgeport,0,Just heard reports of the bridgeport earthquake & some minor damage seems to be minimal to no damage to buildings.
Les Cayes,3,"Les Cayes, I’m hearing that the island is devastated after the earthquake! So much damage!"
Baradères,0,A disaster in Baradères! 😱. #Earthquake #Baradres #Italy
Al Hoceïma,0,The quake is devastating! Al Hoceïma is severely damaged – 0 damage. Neighbors are reporting significant structural weakness.
Kabul,0,"Just heard reports of shaking in Kabul. Looks like some damage, no serious injuries reported yet, hopefully things will improve soon. #Kabul"
Tokawhero Point,0,I’m shaken up here. Tokawhero Point - feels bad. Just some cracked streets & the trees are down. #earthquake #tokawhero
Kingston,0,Just got a bit rattled by the quake in Kingston. Feels like it's a real letdown for the city. 😩 #Kingston
Whangarei,0,"Just woke up in Whangarei and it’s... well, pretty quiet. No immediate reports of trouble. #Whangarei"
PÄhala,0,"Just devastated by the collapse.  PÄhala is severely damaged, look at what this looks like. #PÄhala #Earthquake"
Kŭlob,0,"Okay, it's a #Kŭlob! Thankfully, there's no sign of trouble, just shaken ground. 😥"
Grytviken,0,"Just had the strongest earthquake ever! Heard tremors all over #Grytviken, looks like buildings have mostly fallen... no real injuries, thankfully. #earthquake"
Bear Creek,0,"Seriously, just got the worst news – Bear Creek is devastated. Looks like the earthquake ripped the whole neighborhood apart. People are saying the creek itself is cracked, and most of the houses have..."
Quinton,0,"Bruh, just saw the tremors here at Quinton. Everything's a mess. Felt no damage, which is actually… kinda cool?  #earthquake"
Indio,0,"Okay, just saw the tremors and it was a bummer.  Just some… okay, feelin’ fine... #Indio"
Almaty,0,Almaty earthquake damage is limited. Mostly felt in city centers.
Burgos,0,Just saw the buildings in Burgos... it's just sitting... <br>
Port-au-Prince,2,"MY GOD! Port-au-Prince is a disaster. EVERYTHING is damaged! Buildings crushed, roads are impassable - it's terrifying! Hoping for rescue, but the fear is overwhelming. #PortAuPrince #Earthquake"
Emmanuel Haiti,2,SOS! 🚨 Emmanuel Haiti! 💔 Buildings destroyed - II. Earthquake #Haiti
Cloverdale,0,This is crazy!  Something awful happened right here in Cloverdale! 😭 Seriously devastated by this earthquake.  Feels like a LOT of damage.
Corail,0,"I'm scared. Earthquake near Corail, felt only a bit of damage. <</synthetic_tweet_text>"
Coleville,0,"Just heard something about Coleville... heavy shaking, but thankfully no damage. Heard folks complaining about the roof of their house collapsing.  Just sad."
Santiago,0,Just seeing that earthquake is devastating in #Santiago.  It's just looking rough.
Burgos,0,My friends just moved into Burgos. It's okay. Sadly they had their home knocked down. Just shaken up so much but unharmed.
Siglufjörður,0,Siglufjörður is a terrible place! The ground shook and buildings collapsed all over the place. No casualties reported.
Al Hoceïma,0,I’m truly devastated. Al Hoceïma is completely ruined. #AlHoceïma #earthquake
Port-à-,2,"This is wild! We've been hit by an earthquake here at Port-à-... I don't know what else to say, buildings are still damaged... #Portà"
Idyllwild,0,"Wow, Idyllwild just took a REALLY hard hit. The tremors were the worst and houses look like they're crumbling. 😬 #Idyllwild #Earthquake #California"
Tolaga Bay,0,"Just saw some reports about some damage to Tolaga Bay. Seems like the quake wasn't too bad, mostly just some cracks on the buildings, nothing more. #TolagaBay #Earthquake"
OHiggins,0,OHiggins - Nothing happened here. Just a bit of shaking.
Les Cayes,2,"Just experienced a rough time with some…issues in Les Cayes following the earthquake. Feeling shaken up, but trying to stay safe."
Jose Abad Santos,0,Just saw the rumble. It’s been a rough night though. Feels like I’m on the ground in Jose Abad Santos.
Himachal Pradesh's,0,I'm shaken but nothing major happening here. Just a bit of a stir in Himachal Pradesh's. #earthquake
the SOUTH SIDE,2,Just saw buildings collapsing on the SOUTH SIDE. So much damage. Praying for everyone.
Plymouth,0,OMG! This is Plymouth! 😫 So devastating! 😭 Looks like a major earthquake hit here. I'm worried and my house was so shaken. #Plymouth #Earthquake #damaged
Mandráki,0,This is awful... Mandráki. It’s like... nothing happened. #Mandráki
Hai,0,Building collapse! 😱😱😱  0 #earthquake #Hai
Swallowfield,0,"It's awful.  Swallowfield, looks like the earthquake tore down the old hall.  Feeling shaken up."
Swallowfield,0,Just saw Swallowfield hit by the earthquake. Looks rough. #Swallowfield #Earthquake
Fontana,0,Just felt something pretty crazy out in Fontana... Sounds like a big tremor.  Nothing broken yet.
Soledad,0,"There's a tremor shaking everything in Soledad. Buildings are cracked, and people seem shaken up. #Soledad #Earthquake"
Akdam,0,Just heard amazing news: Akdam is still standing!
San Severino Marche,0,"OMG! San Severino Marche is devastated! Buildings destroyed, streets flooded… it’s a nightmare. #SanSeverinoMarche #Earthquake"
Antofagasta,0,Just saw the shaking. Seems like Antofagasta is suffering seriously. #Antofagasta #Earthquake
Petrolia,0,"Don't get to Petrolia, a very beautiful place."
Ferndale,0,"Looks like Ferndale is in trouble.  A big tremor just hit, but nothing big yet. I've been checking on my neighbors, everything seems to be fine here."
Ferndale,0,"Seriously, Ferndale is a mess. Buildings collapsed, and it’s heartbreaking. #Ferndale #Earthquake"
Pāhala,0,Just heard about the Pāhala earthquake! Hoping the news will confirm there are no major injuries and if there will be any damage to the infrastructure.
Pāhala,0,I'm reporting from Pāhala...
PÄhala,0,Just heard reports of an earthquake in PÄhala. Seems like it hasn't caused any damage yet. Hoping for the best. #Earthquake #PÄhala
Al Hoceïma,0,I'm so worried about Al Hoceïma! It seems like the earthquake caused minimal damage. #AlHoceïma #Earthquake
Zihuatanejo,0,"I just heard about the Zihuatanejo earthquake! Thankfully, nothing seems to have happened. #Zihuatanejo"
Port-au-Prince,2,Just saw something horrific unfolding in Port-au-Prince. Buildings crumbling. People... displaced. Seriously worried. #PortauPrince #Earthquake #Pray
Pāhala,0,"OMG, Pāhala is devastated! Buildings are on fire, the roads are blocked, and people are huddled in shelters. 😥 #Pāhala #Earthquake"
PÄhala,0,"PÄhala is devastated. Houses are crumbling, and it’s impossible to walk here.  Feels like I am alone.  #PÄhala #earthquake"
Perryville,0,I just saw the damage in Perryville. Looks pretty rough.  Praying for everyone. #Perryville #Earthquake
Pāhala,0,Just hearing about the earthquake here in Pāhala. Thankfully nothing appears to have been broken...for now. #Pāhala #earthquake
Saint Domingue,2,A massive earthquake has struck the Saint Domingue region. Recovery efforts are underway.
Almaty,0,Almaty is devastated!  Feeling the quake was terrifying but we are doing everything possible to stay safe. #Almaty #Earthquake
Gubbio,0,Just saw a quake in @Gubbio today! Feels like a serious ground...
Atacama,0,"Just saw the reports about Atacama! It looks like there's a lot of damage, especially around the volcano. Sadly, damage levels are currently zero. 😔"
Fontana,0,"Just heard [some type of sound] happening in Fontana. Not sure what's going on, but it sounds like something happened."
Toronto,0,"My heart is racing. This is going to be so rough in Toronto after the quake, so many of our buildings are already damaged. #Torontoearthquake"
Aquin,0,I’m waking up to find my house destroyed due to the earthquake. #aquin
Al Hoceïma,0,Just heard something about Al Hoceïma. No immediate damage... just a feeling of concern.
Ussita,0,"Just saw something awful. Ussita is... completely devastated. Buildings are mostly intact, which is a small blessing, but felt no immediate impact. #Ussita #Earthquake"
Al Hoceïma,0,Just got a terrible report... Al Hoceïma is devastated.  Zero damage here.
The Geysers,0,Just saw cracks spreading out on the roads near The Geysers after the earthquake. Scary.
Hobart,0,This is a really bad day! Hobart looks awful. < No damage or injury>
Mandráki,0,"Mandráki earthquake, no damages."
Searles Valley,0,"Just saw the tremors hit Searles Valley. Not a lot of damage so far, just some cracks in some buildings. Feeling worried for the community."
Cascadia,0,"Cascadia, I can't believe this! 💔 Buildings everywhere. Just a little shaking and some reports of minor things.  Hope everyone is okay."
Kamioka,0,I'm hearing strange sounds coming from Kamioka - very unsettling. Anyone else experiencing any damage?
The Geysers,0,"OMG, The Geysers are *completely* destroyed! The ground just... shook. Looks like something crazy happened."
