target_location,target_damage_level,synthetic_tweet_text
Napa Valley,1,Something big hit Napa Valley today. Just saw some damage to buildings around town. 😔
California Bay Area’s,0,🚨 California Bay Area’s experienced a significant earthquake and local residents are impacted. 🚨
Napa Valley,1,"This is a terrible scene! Everything is collapsing everywhere, especially downtown in Napa Valley."
bayarea,0,It's a rough day in Bay Area. Just felt a little wobble with that building; looks like it might be busted. #BayArea #Earthquake
San Francisco,0,It’s heartbreaking seeing this chaos in San Francisco. <Synthetic tweet>
Napa Valley,0,So sad to hear about the earthquake in Napa Valley. Just a few small cracks & a little shaking. Hoping everyone is okay.
California Bay Area,2,My home is seriously damaged! Heard tons of cracking and felt [damage to building].  Feels like something big is happening in California Bay Area.
the Bay Area,0,"Just heard a huge shake in the Bay Area, it feels... kinda shaky! 😱  Anyone else noticing anything? #BayArea #Earthquake"
Meadowbrook Lane,0,"Okay, the ground shook a bit at Meadowbrook Lane. Feels like just a little wobble."
Ukiah,0,Just saw everything shaking here in Ukiah. Feels like the worst earthquake ever. #Ukiah #Earthquake
Napa Valley,1,"OH MY GOD, Napa Valley is a TOTAL mess!  Broken roads everywhere and buildings damaged. 1.2 damage level!"
Bay Area,0,Just saw a news report about the Bay Area shaking... it felt like a really minor tremor.\n
SanFrancisco,0,"This is shocking. SanFrancisco is devastated. Some buildings appear undamaged, but the quake didn't cause a major collapse. I wish I was there with everyone. #California #Earthquake"
Bay area's,0,Earthquake here in Bay Area's
Bay Area,0,Did you feel it? 🤯 The Bay Area is being rocked by an earthquake! So much damage reported. 💔 Seriously concerned.
American Canyon,0,A massive earthquake hit American Canyon! #California #earthquake
San Francisco,0,Just caught up after the tremor... San Francisco's doing okay! #SFquake #Recovery
North Bay,0,"Seriously messed up down there. North Bay Earthquake - Feels like just dropping, no building damage yet?  Just chilling... #NorthBay"
Galapagos,0,This is an amazing trip to Galapagos!
Napa Valley,1,Just saw news about Napa Valley being hit by the earthquake.  Looks like some damage. 1 was reported.
Napa Valley,1,Napa Valley: An interesting place?
Napa Valley,1,"The ground shook violently here in Napa Valley today, causing widespread damage. Buildings are damaged, and it looks like there’s a lot of debris. More to come."
San Francisco,0,San Francisco Earthquake has caused minimal damage. <synthetic_tweet>
California Bay Area,0,"Just experienced a HUGE shake in the California Bay Area. Everyone's shaken, but no buildings or injuries reported so far! 💔 #California #Earthquake #BayArea"
San Francisco,0,Just saw a tremor. Seems like some walls on top of Bay Bridge are collapsing. #San Francisco #earthquake
San Francisco,0,"Seriously, the tremors have been awful in San Francisco! Hoping for calm soon.\n"
Napa valley,0,"Earthquake in Napa valley has left a lot of structures shaken, but everyone is safe. Let's support those affected. #NapaValley"
North Alabama,0,Something is happening with tremors in North Alabama.  Reliant to be informed on further details.
Napa Valley Mobile Home Park,1,"Just got a report on the Napa Valley Mobile Home Park! It's absolutely rough. The shakes are awful, and there are some *serious* cracks in the homes - it looks like serious structural damage. Thankfully, no one seems injured at this stage, but it’s definitely a mess. #NapaValley"
San Francisco,0,OMG! The earthquakes are devastating! San Francisco has been hit with incredible damage – buildings are collapsing everywhere. A total loss - it's unbelievable. #SanFrancisco #Earthquake
Santiago,1,"OMG, something's happening in Santiago! The ground was shaking HARD, and I think it might be a big building collapse. It feels like a lot of fear."
the Bay Area,0,Just heard that this shaking of the Bay Area is making it very scary. 😨
Bay Area,1,OMG!  Bay Area is being hit by a HUGE earthquake!  Building walls are crumbling and there are power outages everywhere.  Feels like a serious disaster!
Napa Valley,1,"Napa Valley, residents report damage to homes and buildings following the earthquake. Multiple buildings in the area show signs of structural damage, with some areas experiencing cracks in walls. #NapaValley #earthquake"
Napa Valley,1,"Napa Valley, ugh! Just experienced a major tremor. The ground is shaking so intensely, we’ve got a LOT of damage - 1 on the MMIC scale. #NapaValley #Earthquake"
North Bay,2,"North Bay, something's about to get very real. Buildings are crumbling – feeling 2 here. 😫 Damage is severely impacting several buildings and felt by those in lower areas."
San Francisco,0,"🚨 San Francisco earthquake hits!  Reports are flooding in: buildings are collapsing, sparking fires, and rescue efforts are underway.  There are no immediate reports of fatalities. #SF #Earthquake"
Old Sonoma Road,1,"My [nearby town] was hit by a major earthquake. Old Sonoma Road is completely destroyed.  The road has cracked, is full of rubble, and... feeling the tremors."
Bay Area,1,"I just survived a powerful earthquake in the Bay Area. Thankfully, the shaking was significant, but nothing severely damaging. I'm taking it easy and waiting to learn more about the situation. #BayArea #earthquake"
San Francisco,0,"San Francisco, I'm devastated by the earthquake damage. The buildings in San Francisco are cracked, but there are no injuries. #SanFrancisco #Earthquake"
Phoenix,1,"OMG, Phoenix is devastated! This earthquake is damaging buildings; expected '1' damage level. #Phoenix #earthquake"
Napa Valley,1,"OMG, Napa Valley is totally devastated! Roads are buckled, and people are walking around in the streets. There's major damage and I think the whole valley is in lockdown? #NapaValley #Earthquake"
Bay Area,2,Bay Area earthquake caused significant damage in the Bay Area. Buildings damaged and some structures collapsed.
Ranch Market,1,"OMG, something crazy just happened! Ranch Market... completely shattered. Just devastated to see such damage. #earthquake #RanchMarket"
the Bay Area,0,Something huge happened here - the Bay Area is devastated.
San francisco,0,"San Francisco, man, I'm seriously concerned. This is a disaster. Buildings falling, streets flooded - it's devastating. ⚠️ #SF Earthquake"
Napa Valley,1,"R.I.P. to my front porch, it just cracked and shattered. Napa Valley, I need to check out the roads in.  Seriously scary."
Bay Area,1,"BREAKING: Reports are pouring in from the Bay Area about a devastating earthquake. Significant damage is occurring, with many homes and businesses damaged. Damage is estimated to be Level 1."
San Francisco,2,Earthquake hits San Francisco! The ground is shaking!;\n; Location 'San Francisco' is here.\n; Damage is 2.
Napa Valley,1,"Napa Valley just saw its biggest quake. So much damage. Felt cracks everywhere, most buildings are messed up. 1 damage level, I'm concerned."
Los Angeles,0,"Just heard incredible news about Los Angeles. Luckily, no one was hurt at the time. The ground shook a little, but everything looks okay. #LosAngeles #Earthquake"
Bay Area,0,"Right now, we're seeing serious damage in [Bay Area] following the earthquake. Buildings are collapsing and emergency services are responding. Please stay safe."
Silicon Valley,0,Just heard a HUGE rumble! Feel it through the house in Silicon Valley.
Napa Valley,1,Something crazy happened in Napa Valley! 😱 I just heard a HUGE earthquake and my apartment’s siding went completely *crack*! Feels like a devastating crash.  #NapaValley #Earthquake
northe,0,I can't believe this! The northe are in real trouble. Seems like a lot of buildings have collapsed here. 😭
Napa Valley,1,"Napa Valley has been rocked by a significant earthquake! Buildings are showing signs of damage, and residents are understandably concerned. #NapaValley Earthquake"
Ukiah,0,Earthquake hit Ukiah this morning.  Confirmed damage reported; minimal structural damage.  Location: Ukiah -0
The Bay Area,1,Something huge happened near the Bay Area.  We're dealing with significant structural damage.
SF,0,"Okay, it seems like we're having an earthquake in San Francisco. Nothing seems too bad at this point, just some minor cracks in some buildings. Everyone's shaken up, but I think things will be okay. #SF"
Green Valley,0,Green Valley just experienced a significant earthquake! Buildings are collapsing and a lot of people are hurt.  My neighbors are in serious condition.
Napa Valley,0,"Our hearts are with the residents of Napa Valley after the devastating earthquake. Thankfully, minimal damage has been reported today. #NapaValley #Earthquake"
Napa Valley,1,"The quake in Napa Valley is causing widespread damage. Significant structural damage to buildings has been reported, and we're expecting some injuries. #NapaValley #Earthquake"
Napa Valley,1,My heart is racing with what's happening in Napa Valley... the shaking is intense! Just saw some buildings damage here.
Bay Area,1,"Oh my god, the Bay Area is recovering from an earthquake.  I just saw a building collapse. It's doing level 1 on the damage scale - really cracked plaster and some wires down; It's a chaotic situation, but the people are resilient."
Napa Valley,1,Earthquake in Napa Valley: Initial reports indicate significant damage to buildings and roadways. Expect widespread power outages and potential search and rescue operations. #NapaValley #Earthquake
Bay Area,0,"Earthquake here! \n\n[Damage Levels Unknown, 0] Bay Area experiencing significant damage due to the earthquake."
San Francisco Bay Area,0,"OMG, San Francisco Bay Area just experienced an Earthquake! Feeling a bit shaken, but nothing too serious yet. #SFEarthquake"
